Symbols,Genes ,b05 Neutrophil1 Exp2,b07 Neutrophil3 Exp2,b10 Monocyte1 Exp2,b11 Monocyte2 Exp2,a01 brain microglia1 Exp1 m,a02 brain microglia2 Exp1 m,a06 peritoneum Mac1 Exp1 m,a07 peritoneum Mac2 Exp1 m,b08 Spleen Mac1 Exp2,b09 Spleen Mac2 Exp2,b04 Kupffer Exp2,b15 Kupffer2 Exp2,a12 LI Mac2 Exp1 m,a13 LI Mac3 Exp1 m,a10 SI Mac3 Exp1 m,a11 SI Mac4 Exp1 m,b02 lung Exp2,b17 lung mac2 Exp2
COX10,NM_178379,19.29100694,24.17778594,34.94978625,56.00604035,44.16186085,29.66501467,35.28044129,34.30210065,100.6628842,67.19791993,40.54450708,66.61937775,73.09596635,50.60136598,46.05866778,44.47125664,64.47710574,36.53054713
TNFRSF1A,NM_011609,631.0915127,723.1355978,365.6941049,286.16785,319.4687806,498.7430592,340.2042553,481.132096,252.1555415,241.0360171,302.524399,443.1198005,241.6882758,184.956717,261.7480388,250.8975375,192.7991887,143.908216
PTPDC1,NM_207232,0,0,0,0,0,6.489221959,0,13.54030289,0,4.382473039,0,7.06569158,9.431737593,2.908124481,0,1.327500198,0,0
CPXM2,NM_018867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.56169107,6.637500991,0,0
DDX39,NM_197982,17.91307787,26.37576649,43.47412436,85.15986957,0.939614061,9.270317085,23.94029944,10.83224231,24.91655548,40.90308169,7.277219219,22.20645925,27.11624558,19.19362158,25.27609817,13.93875208,28.44578194,24.35369809
FAM116B,NM_027081,6.889645335,2.19798054,0.852433811,0,0,0,0,0,8.969959974,11.68659477,0,0,3.536901597,4.071374274,1.685073211,0,4.424899414,0
BC032203,NM_001100452,37.20408481,39.56364973,32.39248482,33.75706541,53.55800146,74.16253668,26.46033097,30.69135322,37.87316433,10.22577042,16.63364393,24.22522827,28.29521278,23.26499585,38.19499279,22.56750337,19.59598312,17.71178043
IL2RG,NM_013563,89.56538936,120.8889297,134.6845421,91.29751782,21.6111234,25.02985613,61.74077225,79.43644362,74.74966645,56.9721495,153.8612063,195.8205952,271.1624558,297.210322,239.280396,430.7738143,107.4618429,50.92136873
PHIP,NM_001081216,4.133787201,10.9899027,5.967036677,3.836030161,2.818842182,4.635158542,0,2.708060578,0.996662219,5.843297385,9.35642471,7.06569158,1.178967199,1.744874689,3.931837493,6.637500991,2.528513951,0
UBA52,NM_019883,418.683747,490.8823207,802.495397,759.9303616,636.980032,472.3226555,679.7575024,461.2880299,292.7529159,264.4579008,620.4002651,268.93368,1287.667975,1173.331291,981.4240844,1672.152437,616.2304562,751.0901887
ALDH18A1,NM_153554,1.377929067,0,6.819470489,0.767206032,0.939614061,1.854063417,2.52003152,0.902686859,12.95660885,26.29483823,6.237616473,11.10322963,2.357934398,2.326499585,4.493528564,5.973750892,6.953413364,30.99561575
LMBR1,NM_020295,5.511716268,0,1.704867622,0,2.818842182,2.781095125,12.6001576,15.34567661,8.969959974,7.304121731,5.198013728,9.084460603,5.894835996,4.65299917,8.425366057,6.637500991,10.1140558,5.534931383
NUDT5,NM_016918,3.674477512,2.930640721,10.79749494,10.48514911,14.87722263,4.171642688,13.65017074,11.13313793,8.803849604,12.66047767,12.64850007,4.542230301,18.47048612,13.18349765,15.1656589,19.58062792,15.1710837,14.57531931
HNRNPM,NM_029804,111.6122544,90.11720216,127.0126378,127.3562013,23.49035152,47.27861713,73.08091409,49.64777726,88.70293752,100.7968799,73.81179494,74.69445384,96.67531033,68.63173776,53.36065169,54.42750813,77.75180398,75.27506681
TSC22D2,NM_001081229,4.133787201,0,0,0.063933836,1.879228121,0,1.26001576,0,0,0,0,0,0,0.581624896,0.56169107,3.318750495,1.264256975,0
CALR3,NM_029782,0,0,0.852433811,4.603236193,0,0.927031708,0,3.610747437,0.996662219,0,0,0,2.357934398,0.581624896,0,3.318750495,0,0
SNRK,NM_133741,437.4924788,296.727373,92.4890685,104.7236234,46.98070304,44.49752201,54.81068557,51.00180755,66.27803759,111.0226503,116.9553089,139.7997548,25.34779478,39.55049295,47.74374099,31.19625466,190.9028033,237.4485564
IMPA1,NM_018864,27.55858134,32.96970811,22.16327909,28.38662319,20.67150934,36.15423663,18.9002364,18.95642405,8.969959974,14.60824346,9.35642471,11.10322963,25.93727838,18.61199668,23.02933389,14.60250218,10.1140558,3.32095883
FOXP1,NM_053202,41.33787201,43.95961081,122.7504688,102.4220053,43.22224679,53.30432324,75.60094561,146.2352712,35.8798399,61.35462254,32.74748649,52.48799459,55.41145836,64.26955104,44.09274903,46.79438199,58.15582086,34.87006772
CTSJ,NM_012007,0,0,0,0,0,0,0,0,0,0,0,5.046922557,0,0,0,0,0,0
ALX4,NM_007442,0,0,0,0,0,0,0,0,0,7.304121731,0,0,0,0,0,0,0,0
TTC32,NM_029321,26.18065227,21.9798054,13.21272407,19.1801508,23.02054449,3.708126834,17.64022064,8.575525163,10.96328441,16.79947998,9.876226083,16.15015218,5.894835996,11.05087303,11.51466694,9.292501387,5.689156389,0
2810459M11RIK,NM_001144993,0,6.593941621,0,0,0,0,0,0,0,0,5.198013728,0,2.357934398,7.561123651,2.808455352,0,0,0
CXCR6,NM_030712,0,0,0,0,0,0,0,0,0,0,3.118808237,5.046922557,0,0,1.123382141,3.318750495,1.896385463,3.32095883
TBC1D24,NM_001163853,5.971025957,15.38586378,0.852433811,6.904854289,8.769731234,12.3383506,16.38020488,13.91642241,5.880307094,14.8951911,10.603948,8.075076091,2.750923465,0.581624896,10.11043927,13.30818949,9.060508323,16.60479415
SUV420H1,NM_001167885,20.66893601,30.77172757,2.557301433,5.370442225,19.73189528,9.270317085,10.08012608,8.124181734,12.95660885,4.382473039,10.39602746,6.056307068,8.252770394,4.071374274,8.987057127,19.24875287,3.792770926,1.106986277
SPON1,NM_145584,2.755858134,0,2.557301433,0,0,1.854063417,0,0,0,0,0,13.12199865,2.357934398,2.908124481,23.02933389,51.77250773,1.896385463,0
RPH3AL,NM_029548,0,0,0,0,0,0,0,0,0.996662219,0,0,0,0,0.581624896,1.123382141,0.663750099,0.632128488,0
OLFR726,NM_146316,0,0,0,0,0,0,0.15750197,0,0,1.623138162,0,0,0,0.072703112,0,0,0,0.079070448
FAM118B,NM_194257,5.511716268,6.593941621,17.04867622,8.439266353,15.03382497,16.68657075,11.34014184,39.71822181,23.91989326,13.14741912,19.75245217,11.10322963,20.04244239,23.26499585,35.94822851,33.85125505,41.72048018,29.88862947
RABIF,NM_145510,78.54195682,103.3050854,53.7033301,21.4817689,16.91305309,62.11112447,37.80047281,17.15105033,22.92323104,23.37318954,12.47523295,51.47861008,23.57934398,20.93849627,23.59102496,17.92125268,22.12449707,21.03273926
CKAP5,NM_001165989,14.4682552,10.9899027,18.75354384,17.26213572,6.577298425,15.75953904,22.68028368,17.15105033,18.93658217,8.764946077,10.39602746,21.19707474,18.86347519,8.724373444,15.72734997,14.60250218,15.48714795,3.32095883
FANCC,NM_007985,0,0,4.262169055,1.534412064,1.879228121,6.489221959,0,0,5.979973316,20.45154085,5.198013728,4.037538046,3.536901597,4.071374274,1.123382141,7.30125109,10.1140558,0
MAP3K7,NM_009316,19.29100694,6.593941621,28.13031577,14.57691461,0,6.489221959,1.26001576,10.83224231,14.94993329,21.91236519,19.75245217,12.11261414,12.96863919,10.46924813,13.48058569,10.62000159,5.057027901,0
ZBTB6,NM_146253,4.133787201,0,2.557301433,1.534412064,21.6111234,9.270317085,6.300078801,5.416121156,1.993324439,1.460824346,0,14.13138316,11.78967199,6.979498755,10.11043927,9.956251486,0.632128488,0
USH1C,NM_023649,19.29100694,24.17778594,0,0,0,0,1.26001576,0,1.993324439,2.921648692,1.039602746,0,25.93727838,23.26499585,12.91889462,10.62000159,1.896385463,0
MFSD11,NM_178620,9.645503469,13.18788324,9.376771922,23.783387,62.95414207,117.733027,26.46033097,32.49672693,53.81975984,56.9721495,43.66331531,63.59122422,42.44281917,33.73424398,30.89300887,22.56750337,18.33172614,5.534931383
RPL12,NM_009076,39.08233336,33.08222378,161.435834,173.6003752,105.8980638,125.8815755,207.9784196,171.5155833,76.62779227,103.2938777,124.2249523,83.92799165,244.2563573,258.6270007,273.6100546,270.2519588,145.2158993,239.0876308
ATF2,NM_001025093,1.377929067,2.19798054,6.819470489,10.74088445,28.18842182,18.54063417,7.560094561,7.221494874,5.979973316,16.06906781,6.237616473,7.06569158,1.178967199,2.908124481,5.616910704,13.27500198,2.528513951,5.534931383
TMEM175,NM_028223,27.55858134,8.791922162,28.98274958,16.87853271,69.53144049,122.3681855,35.28044129,25.27523206,21.92656883,13.14741912,14.55443844,22.20645925,24.75831118,32.57099419,16.85073211,27.87750416,20.86024009,24.35369809
PPAPDC3,NM_145521,2.755858134,0,3.409735244,0.767206032,18.79228121,33.3731415,2.52003152,8.124181734,0.996662219,0,18.71284942,16.15015218,11.78967199,9.30599834,6.178601775,1.327500198,0,0
ZFPL1,NM_024231,49.60544641,37.36566919,45.17899199,36.05868351,53.55800146,46.35158542,22.68028368,31.59404008,41.85981321,54.05050081,31.18808237,54.50676362,24.75831118,58.74411452,28.64624459,21.24000317,39.82409472,32.10260202
ZC3H4,NM_198631,56.49509175,28.57374703,45.17899199,51.40280415,44.16186085,61.18409276,61.74077225,37.91284809,51.82643541,46.74637908,44.70291806,59.55368617,49.51662236,53.50949046,57.29248919,65.71125981,30.34216741,39.85150596
SRRM2,NM_175229,55.11716268,26.37576649,31.54005101,37.20949256,69.06163346,47.74213299,43.47054373,63.63942358,45.34813098,45.28555473,66.01477434,54.00207136,35.36901597,39.84130539,46.90120438,41.48438119,41.0883517,96.86129921
IL27,NM_145636,2.755858134,0,0,0,0,1.854063417,0,0,0,2.921648692,2.079205491,1.009384511,0,0,1.123382141,0,1.264256975,0
DZIP1,NM_025943,0,0,0,0,0,0,6.300078801,5.416121156,0,0,0,0,0,0,0,1.327500198,0,0
ZFP646,NM_172749,13.77929067,10.9899027,7.6719043,8.439266353,18.79228121,19.46766588,22.68028368,14.44298975,17.93991995,17.52989215,21.83165766,9.084460603,1.178967199,5.816248963,7.863674986,3.982500595,22.75662556,16.60479415
TSHZ3,NM_172298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.931837493,0,0,0
INTS9,NM_153414,68.89645335,50.55355243,33.24491863,31.45544732,39.46379055,57.47596593,22.68028368,27.08060578,37.87316433,35.05978431,32.22768511,45.42230301,34.19004878,29.08124481,34.82484637,29.20500436,33.50280985,9.96287649
FBXL20,NM_028149,9.645503469,19.78182486,9.376771922,7.672060321,25.36957964,42.64345859,46.62058313,41.52359553,21.92656883,23.37318954,17.67324667,17.15953669,14.14760639,19.77524647,14.60396783,33.85125505,8.217670339,2.213972553
ZDHHC16,NM_023740,53.73923362,39.56364973,47.73629342,36.05868351,18.79228121,57.47596593,11.34014184,6.318808015,14.94993329,18.9907165,16.63364393,30.28153534,30.65314718,39.55049295,29.20793566,31.19625466,22.12449707,17.71178043
WDR18,NM_175450,27.55858134,10.9899027,85.24338111,62.91089463,50.73915928,43.5704903,75.60094561,111.9331706,111.6261686,130.0133668,152.8216036,113.0510653,157.9816047,139.5899751,115.1466694,78.32251169,111.2546138,63.09821777
LRBA,NM_001077688,0,0,0,0,17.85266715,9.270317085,0,0,0,0,0,0,0,0,0.56169107,0,0,0
CTSH,NM_007801,272.8299553,338.4890032,360.5795021,535.5098104,544.0365412,762.0200644,141.1217651,135.4030289,272.0887859,220.5844763,839.9990184,570.3022489,804.0556298,806.7137311,589.2139329,746.7188615,309.7429589,254.6068436
CAPN9,NM_023709,0,0.146532036,0,0,0,0.061802114,0.096924289,0.902686859,0,0,0,0,4.715868797,0,1.123382141,0,0,0
RD3,NM_023727,37.20408481,21.9798054,0,0.767206032,0,0,36.54045705,21.66448462,0.996662219,0,0,0,0,1.163249793,0,0,0,0
PRKACB,NM_011100,50.98337548,46.15759135,67.34227107,36.82588954,48.85993116,38.00830005,28.98036249,63.18808015,88.70293752,172.3772729,73.81179494,81.76014542,56.59042556,72.12148714,71.33476595,97.57126457,34.76706682,50.92136873
TMEM181B,NR_033520,0.803791956,0,2.202120679,0.703272196,0.704710546,1.931316059,1.050013134,0.752239049,1.993324439,1.460824346,1.299503432,2.859922782,0.5894836,2.908124481,1.310612498,1.493437723,3.950803048,4.520193963
ATF4,NM_009716,137.7929067,142.8687351,110.8163954,86.69428163,178.5266715,251.225593,57.96072497,117.3492917,88.70293752,87.64946077,69.65338395,62.58183971,137.9391623,108.1822307,120.2018891,232.9762848,112.5188708,189.2946533
GRIN2D,NM_008172,0,0,0,2.301618096,0,0,0,0.902686859,2.989986658,0,0,0,0,0.581624896,0,0.663750099,0,0
SOCS7,NM_138657,6.889645335,4.395961081,7.6719043,21.4817689,6.577298425,12.05141221,5.040063041,10.83224231,30.8965288,51.12885212,31.18808237,21.19707474,8.252770394,11.63249793,12.35720355,7.30125109,13.27469824,29.88862947
ZFP945,NM_177358,0,0,0,0,0,1.854063417,0,0,0,0,1.039602746,1.009384511,0,0,1.123382141,0,0,0
SMOX,NM_001177835,41.33787201,54.94951351,15.3438086,17.64573874,43.22224679,42.64345859,3.780047281,7.221494874,80.72963977,58.43297385,10.39602746,29.27215083,17.68450799,26.17312033,28.64624459,15.93000238,10.74618429,6.64191766
SPC25,NM_001199124,8.267574402,2.19798054,10.22920573,28.38662319,0,0,7.560094561,8.124181734,1.993324439,1.460824346,1.039602746,5.046922557,11.78967199,9.887623237,8.987057127,6.637500991,2.528513951,5.534931383
CACNB1,NM_145121,0,0,2.557301433,1.534412064,0,0,0,0,1.993324439,7.304121731,7.277219219,8.075076091,0,0,0,0,0,0
1700037H04RIK,NM_026091,172.2411334,142.8687351,29.83518339,65.97971876,3.758456243,8.343285376,98.2812293,72.21494874,53.81975984,32.13813562,39.50490433,13.12199865,34.19004878,40.71374274,16.28904104,14.60250218,130.8505969,67.52616288
TARSL2,NM_172310,0,0,4.262169055,1.534412064,2.818842182,5.562190251,1.26001576,2.708060578,0,1.460824346,3.118808237,14.13138316,0,0.581624896,0.56169107,0,5.057027901,1.106986277
ADAMTS19,NM_175506,0,0,0,0,0,0,0,0,0,0,0,0,1.178967199,0,0,0,0,0
UBE2L6,NM_019949,43.40476561,35.60728476,15.7700255,24.03912234,2.349035152,0.463515854,2.52003152,8.124181734,26.41154881,26.24614409,14.03463707,16.90719057,2.947417998,4.65299917,15.41841988,8.960626338,3.740093552,7.748903937
GLCCI1,NM_133236,11.02343254,10.9899027,2.557301433,4.603236193,7.516912486,4.635158542,3.780047281,3.610747437,3.986648877,0,4.158410982,4.037538046,2.357934398,4.071374274,14.04227676,13.93875208,3.160642438,11.06986277
WDR24,NM_173741,30.31443948,28.57374703,27.27788195,22.24897493,34.76572025,14.83250734,17.64022064,30.69135322,36.87650212,27.75566258,40.54450708,34.31907339,40.08488477,20.35687137,43.25021242,11.94750178,25.91726799,32.10260202
USP1,NM_146144,11.48274223,9.524582342,54.2716193,41.04552272,20.67150934,28.27446711,68.46085631,40.01911743,21.26212735,1.460824346,0.346534249,17.4959982,25.34779478,23.94355823,31.45469994,29.09437934,7.901606096,9.96287649
ODZ3,NM_011857,0,0,0,0,0,0,0,0,0,0,0,0,1.178967199,0,0.56169107,0.663750099,0,0
ARL10,NM_019968,0,0,0,0,0,0.927031708,1.26001576,5.416121156,0,2.921648692,0,0,2.357934398,0,1.123382141,5.973750892,0.632128488,3.32095883
GLT8D1,NM_001165930,0,0,7.6719043,13.04250255,46.98070304,62.11112447,36.54045705,50.55046412,0.996662219,11.68659477,9.35642471,19.17830572,15.32657359,23.84662075,12.91889462,17.92125268,6.321284877,4.427945107
THY1,NM_009382,6.889645335,4.395961081,6.819470489,2.301618096,0,0,0,0,1.993324439,1.460824346,3.118808237,23.21584376,12.96863919,0,10.67213034,15.93000238,15.80321219,46.49342362
SURF6,NM_009298,5.511716268,15.38586378,12.78650717,14.57691461,17.85266715,23.17579271,27.72034673,34.75344408,19.93324439,16.06906781,17.67324667,15.14076767,20.27823583,16.57630954,7.301983916,32.52375486,22.75662556,11.06986277
HSPB3,NM_019960,0,0,0,0,93.96140607,41.71642688,0,2.708060578,0,0,0,0,0,0,0,0,0,0
SEC24D,NM_027135,0,0,5.967036677,4.603236193,0,19.46766588,11.34014184,13.54030289,16.94325773,13.14741912,5.198013728,16.15015218,3.536901597,13.37737261,9.548748198,13.27500198,0.632128488,4.427945107
GAS8,NM_018855,8.267574402,2.19798054,1.704867622,6.137648257,20.67150934,19.46766588,16.38020488,24.3725452,0.996662219,2.921648692,4.158410982,0,14.14760639,9.887623237,5.055219634,9.956251486,17.06746917,17.71178043
BAZ1A,NM_013815,36.05581059,40.36957593,21.19718744,14.2700322,22.61337839,11.92780798,17.26221592,32.37636869,16.14592795,32.38160634,9.35642471,16.08285988,20.23893692,12.60187275,23.62847103,14.64675219,31.50106963,84.31545474
TRIM44,NM_020267,0,0,10.22920573,9.206472386,5.637684364,7.416253668,36.54045705,31.59404008,14.94993329,21.91236519,11.4356302,33.30968888,20.04244239,22.68337095,12.35720355,10.62000159,5.057027901,25.46068436
TMEM39A,NM_026407,9.645503469,6.593941621,12.78650717,14.57691461,24.42996558,44.49752201,15.12018912,14.44298975,9.966622193,2.921648692,2.079205491,4.037538046,11.78967199,16.86712199,13.48058569,15.26625228,13.27469824,23.24671181
CALML4,NM_001102468,0,2.19798054,3.409735244,0,0,0,84.42105594,139.0137763,0,0,4.158410982,7.06569158,7.073803195,11.05087303,10.11043927,13.27500198,0,0
MR1,NM_008209,9.645503469,0,5.967036677,4.603236193,27.24880776,28.73798296,2.52003152,3.610747437,12.95660885,18.9907165,11.4356302,9.084460603,9.431737593,8.724373444,9.548748198,2.655000396,31.60642438,35.42356085
ZFC3H1,NM_001033261,4.133787201,2.19798054,0,1.534412064,17.85266715,0.927031708,0,0,6.976635535,8.764946077,0,5.046922557,2.357934398,1.744874689,6.178601775,1.991250297,1.896385463,0
POLR1D,NM_181730,49.60544641,52.75153297,83.96473039,82.85825147,31.94687806,32.4461098,61.11076437,64.54211044,34.38484657,35.05978431,44.18311669,40.88007271,144.4234819,122.1412282,107.8446855,110.5143915,62.26465603,88.005409
KIF17,NM_001190978,0,0,0,0,0,0,0,13.54030289,0,0,0,2.018769023,0,0,0.56169107,0,0,0
CENPF,NM_001081363,11.02343254,6.593941621,15.3438086,44.49794986,1.879228121,0,12.6001576,2.708060578,7.973297755,4.382473039,3.118808237,4.037538046,11.78967199,10.46924813,10.67213034,10.62000159,5.689156389,2.213972553
PFDN2,NM_011070,9.645503469,15.38586378,29.83518339,25.31779906,20.67150934,38.93533176,17.64022064,15.34567661,35.8798399,64.27627123,19.75245217,18.16892121,24.75831118,16.86712199,7.301983916,15.93000238,34.13493833,17.71178043
AGT,NM_007428,4.133787201,0,0,0,0,0,0,0,0,0,24.95046589,0,2.357934398,4.65299917,2.246764282,9.292501387,0,0
5730469M10RIK,NM_027464,104.7226091,24.17778594,20.45841147,29.15382922,7.516912486,10.19734879,0,0,47.83978653,37.981433,17.88116722,20.18769023,8.252770394,25.00987054,15.1656589,27.87750416,24.65301102,6.64191766
SNRPD2,NM_026943,76.0616845,84.62225081,97.34794122,137.5856151,52.6183874,28.27446711,22.68028368,61.83404986,74.45066778,87.50337834,134.1087542,47.34013359,161.8132481,185.1021232,126.8017592,105.9677033,152.5326041,141.0300517
TNK2,NM_001110147,45.47165921,39.56364973,3.409735244,3.836030161,5.637684364,0,49.14061465,22.56717148,52.82309762,35.05978431,23.91086315,22.20645925,15.32657359,5.234624066,10.11043927,10.62000159,1.264256975,3.32095883
CPSF1,NM_053193,23.42479414,39.56364973,49.44116104,52.93721622,38.52417649,49.13268055,45.36056737,54.16121156,48.83644875,59.8937982,47.8217263,50.46922557,67.20113035,26.75474523,57.29248919,40.48875604,28.44578194,37.63753341
TOM1,NM_011622,93.69917656,124.1859005,86.52203182,97.43516608,51.67877334,47.74213299,69.30086681,47.84240354,47.34145542,37.25102083,128.3909391,67.12407001,41.85333557,47.98405394,35.38653744,47.45813209,66.68955545,43.17246479
KNG1,NM_001102411,0,0,0,0,0,0,0,0,0,0,14.29453775,19.17830572,0,0,0,0,0,0
RGS9,NM_011268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.655000396,0,0
CLIP4,NM_030179,1.377929067,0,0,0,0,5.562190251,0,0,0,0,0,0,0,0,0,0,1.264256975,0
RDH12,NM_030017,122.635687,129.6808519,0,2.301618096,1.879228121,0.927031708,0,0,0,0,0,0,0,0,0,0,0,0
ST13,NM_133726,19.29100694,10.9899027,35.80222006,32.98985938,44.16186085,67.67331472,83.16104018,67.70151445,25.9132177,16.06906781,42.62371257,66.61937775,56.59042556,60.48898921,42.12683028,49.11750733,37.29558077,52.028355
RING1,NM_009066,28.93651041,26.37576649,28.13031577,29.15382922,55.43722958,31.51907809,42.84053585,63.18808015,53.81975984,55.51132516,32.22768511,69.64753129,23.57934398,31.4077444,21.34426068,23.89500357,49.93815052,44.27945107
CUBN,NM_001081084,0,0,0.426216906,0.767206032,0,0.463515854,1.26001576,0.902686859,0,0,1.039602746,1.009384511,0,0,0,0,0,0
KIF9,NM_010628,0,2.19798054,0.852433811,0.767206032,0.939614061,0,13.86017336,8.124181734,0,0,0,0,2.357934398,0.581624896,0.56169107,0,0,0
D130043K22RIK,NM_001081051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.685073211,0,0,0
GPR124,NM_054044,0,2.19798054,2.557301433,0,0,0,0,0,0,0,1.039602746,11.10322963,1.178967199,1.744874689,2.246764282,1.991250297,2.528513951,3.32095883
NINJ1,NM_013610,363.7732737,334.0930421,278.7458562,359.052423,231.1450589,210.4361978,1678.340993,1123.84514,744.5066778,598.937982,1858.809709,966.9903619,227.5406694,362.9339353,189.2898907,185.1862776,46.77750809,53.13534128
INTS12,NM_027927,242.5155158,257.1637232,85.24338111,92.83192989,28.18842182,31.51907809,35.28044129,76.72838304,35.8798399,23.37318954,22.8712604,43.40353399,40.08488477,33.73424398,44.93528564,52.43625783,46.1453796,76.38205309
